TripDuration,StartTime,StopTime,StartStationID,StartStationName,StartStationLatitude,StartStationLongitude,EndStationID,EndStationName,EndStationLatitude,EndStationLongitude,BikeID,UserType,BirthYear,Gender
471,1/1/2014 0:00,1/1/2014 0:07,2009,Catherine St & Monroe St,40.71117444,-73.99682619,263,Elizabeth St & Hester St,40.71729,-73.996375,16379,Subscriber,1986,1
1494,1/1/2014 0:00,1/1/2014 0:25,536,1 Ave & E 30 St,40.74144387,-73.97536082,259,South St & Whitehall St,40.70122128,-74.01234218,15611,Subscriber,1963,1
464,1/1/2014 0:03,1/1/2014 0:11,228,E 48 St & 3 Ave,40.7546011,-73.97187886,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,16613,Subscriber,1991,1
373,1/1/2014 0:05,1/1/2014 0:11,519,Pershing Square N,40.75188406,-73.97770164,526,E 33 St & 5 Ave,40.74765947,-73.98490707,15938,Subscriber,1989,1
660,1/1/2014 0:05,1/1/2014 0:16,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,19830,Subscriber,1990,1
330,1/1/2014 0:05,1/1/2014 0:11,422,W 59 St & 10 Ave,40.770513,-73.988038,526,E 33 St & 5 Ave,40.74765947,-73.98490707,17343,Subscriber,1987,1
261,1/1/2014 0:06,1/1/2014 0:10,516,E 47 St & 1 Ave,40.75206862,-73.96784384,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17880,Subscriber,1983,1
337,1/1/2014 0:06,1/1/2014 0:12,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,435,W 21 St & 6 Ave,40.74173969,-73.99415556,16275,Subscriber,1963,1
429,1/1/2014 0:07,1/1/2014 0:14,296,Division St & Bowery,40.71413089,-73.9970468,306,Cliff St & Fulton St,40.70823502,-74.00530063,17318,Subscriber,1972,2
1025,1/1/2014 0:08,1/1/2014 0:25,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,447,8 Ave & W 52 St,40.76370739,-73.9851615,15525,Subscriber,1981,1
718,1/1/2014 0:09,1/1/2014 0:21,263,Elizabeth St & Hester St,40.71729,-73.996375,251,Mott St & Prince St,40.72317958,-73.99480012,15693,Customer,\N,0
786,1/1/2014 0:10,1/1/2014 0:24,153,E 40 St & 5 Ave,40.75206231,-73.9816324,290,2 Ave & E 58 St,40.76020258,-73.96478473,15281,Subscriber,1968,1
267,1/1/2014 0:11,1/1/2014 0:15,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,410,Suffolk St & Stanton St,40.72066442,-73.98517977,15159,Subscriber,1983,1
744,1/1/2014 0:12,1/1/2014 0:24,450,W 49 St & 8 Ave,40.76227205,-73.98788205,505,6 Ave & W 33 St,40.74901271,-73.98848395,15157,Subscriber,1976,1
704,1/1/2014 0:12,1/1/2014 0:24,331,Pike St & Monroe St,40.71173107,-73.99193043,195,Liberty St & Broadway,40.70905623,-74.01043382,17080,Subscriber,1980,2
1367,1/1/2014 0:12,1/1/2014 0:35,519,Pershing Square N,40.75188406,-73.97770164,386,Centre St & Worth St,40.71494807,-74.00234482,20731,Customer,\N,0
327,1/1/2014 0:13,1/1/2014 0:18,502,Henry St & Grand St,40.714215,-73.981346,411,E 6 St & Avenue D,40.72228087,-73.97668709,15655,Subscriber,1973,2
223,1/1/2014 0:15,1/1/2014 0:19,528,2 Ave & E 31 St,40.74290902,-73.97706058,518,E 39 St & 2 Ave,40.74780373,-73.9734419,15737,Subscriber,1982,1
577,1/1/2014 0:16,1/1/2014 0:25,467,Dean St & 4 Ave,40.68312489,-73.97895137,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,16115,Subscriber,1983,1
566,1/1/2014 0:16,1/1/2014 0:25,467,Dean St & 4 Ave,40.68312489,-73.97895137,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,15753,Subscriber,1983,2
637,1/1/2014 0:16,1/1/2014 0:27,285,Broadway & E 14 St,40.73454567,-73.99074142,505,6 Ave & W 33 St,40.74901271,-73.98848395,15440,Subscriber,1981,1
513,1/1/2014 0:16,1/1/2014 0:25,382,University Pl & E 14 St,40.73492695,-73.99200509,401,Allen St & Rivington St,40.72019576,-73.98997825,14650,Subscriber,1990,1
430,1/1/2014 0:18,1/1/2014 0:25,285,Broadway & E 14 St,40.73454567,-73.99074142,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,19415,Subscriber,1971,2
837,1/1/2014 0:18,1/1/2014 0:32,488,W 39 St & 9 Ave,40.75645824,-73.99372222,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,16827,Subscriber,1963,1
834,1/1/2014 0:19,1/1/2014 0:32,488,W 39 St & 9 Ave,40.75645824,-73.99372222,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,20280,Subscriber,1963,1
387,1/1/2014 0:19,1/1/2014 0:25,401,Allen St & Rivington St,40.72019576,-73.98997825,342,Columbia St & Rivington St,40.71739973,-73.98016555,16776,Subscriber,1981,1
1191,1/1/2014 0:21,1/1/2014 0:41,251,Mott St & Prince St,40.72317958,-73.99480012,404,9 Ave & W 14 St,40.7405826,-74.00550867,15693,Customer,\N,0
601,1/1/2014 0:22,1/1/2014 0:32,507,E 25 St & 2 Ave,40.73912601,-73.97973776,150,E 2 St & Avenue C,40.7208736,-73.98085795,19260,Subscriber,1986,1
